fecha,autor_portada,titulo_portada,autor_critica,url,url_imagen,news_keywords,keywords,descripcion,id
2016-07-25,Eric Drooker.,"""The Fight Begins""",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-07-25,"https://media.newyorker.com/photos/590978442179605b11ad88b8/master/w_280,c_limit/07_25_16.jpg","2016 election,cover,Cover Story,Eric Drooker,_wordpress_id:3228643","2016 election,cover,Cover Story,Eric Drooker,_wordpress_id:3228643","The artist Eric Drooker discusses “The Fight Begins,” his election-inspired and boxing-themed cover for the July 25th issue.",5924ef1cc0addd1cefc8d8ef
2016-08-01,Frank Viva.,"“Beneath the Waves,”",Françoise Mouly Françoise Mouly Max Campbell The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-08-01,"https://media.newyorker.com/photos/5909786d2179605b11ad8905/master/w_280,c_limit/08_01_16.jpg","cover art,Frank Viva,Summer,Swimming,_wordpress_id:3232402","cover art,Frank Viva,Summer,Swimming,_wordpress_id:3232402","Frank Viva discusses his cover art for this week’s issue of the magazine, and The New Yorker presents a slide show of past summer-themed covers.",5924ef83c0addd1cefc8d91a
2016-08-08,Mark Ulriksen.,"“Something in the Air,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-mark-ulriksens-something-in-the-air,"https://media.newyorker.com/photos/590978ad2179605b11ad898c/master/w_280,c_limit/08_08_16.jpg","Cover Story,Mark Ulriksen,Olympics,zika,_wordpress_id:3234769","Cover Story,Mark Ulriksen,Olympics,zika,_wordpress_id:3234769","Mark Ulriksen on “Something in the Air,” his cover for the August 8 & 15, 2016, issue of The New Yorker, featuring a mosquito-ridden Olympics race.",5924ef8354f2a81ca2e697a2
2016-08-22,Barry Blitt.,"""Donald's Rainy Days,""",Françoise Mouly Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-08-22,"https://media.newyorker.com/photos/5909794e2179605b11ad8ace/master/w_280,c_limit/08_22_16.jpg","Barry Blitt,Cover Story,Donald Trump,_wordpress_id:3239626","Barry Blitt,Cover Story,Donald Trump,_wordpress_id:3239626","The artist Barry Blitt tells Francoise Mouly about “Donald’s Rainy Day,” his cover for the August 22nd issue of The New Yorker.",5924ef95504b4521f9865c5b
2016-08-29,J. J. Sempé.,"“Waves,""",Françoise Mouly Jia Tolentino The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-08-29,"https://media.newyorker.com/photos/5909796b2179605b11ad8b0e/master/w_280,c_limit/08_29_16.jpg","Beach,Cover Story,Summer,_wordpress_id:3243248","Beach,Cover Story,Summer,_wordpress_id:3243248","J. J. Sempé presents “Waves,” his cover of the Aug. 29 issue.",5924f00cfc1a6c1c6785cc71
2016-09-05,Christoph Niemann.,"“Serve!""",Françoise Mouly Françoise Mouly Mina Kaneko Christoph Niemann ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-09-05,"https://media.newyorker.com/photos/5909799b8b51cf59fc423877/master/w_280,c_limit/09_05_16.jpg","Christoph Niemann,Cover Story,Covers,Virtual Reality,_wordpress_id:3245591","Christoph Niemann,Cover Story,Covers,Virtual Reality,_wordpress_id:3245591","In honor of the U.S. Open, Christoph Niemann brought the tennis match on this week’s cover to life as a three-hundred-and-sixty-degree animation.",5924f051fc1a6c1c6785cc7d
2016-09-12,Ivan Brunetti.,“At the Movies”,Françoise Mouly Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-09-12,"https://media.newyorker.com/photos/590979bbebe912338a3782cf/master/w_280,c_limit/09_12_16.jpg","Cover Story,Covers,Movies,_wordpress_id:3247778","Cover Story,Covers,Movies,_wordpress_id:3247778",Françoise Mouly talks with the artist Ivan Brunetti about going to the movies—the inspiration behind his cover for the new issue.,5924f04e12c2d3482d2b9e11
2016-09-19,Malika Favre.,“In the Shade”,Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-09-19,"https://media.newyorker.com/photos/590979e92179605b11ad8bfe/master/w_200,c_limit/160919_r28709_horizontal.jpg","Cover Story,Fashion,Style,_wordpress_id:3251279","Cover Story,Fashion,Style,_wordpress_id:3251279","Malika Favre, a London-based French artist, on “In the Shade,” her art for the cover of this week’s Style Issue of The New Yorker.",5924f0dc504b4521f9865ca0
2016-09-26,Mark Ulriksen.,“Late Innings”,Françoise Mouly Françoise Mouly Mina Kaneko Roger Angell ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-09-26,"https://media.newyorker.com/photos/59097a148b51cf59fc42396b/master/w_280,c_limit/09_26_16.jpg","Baseball,cover,Cover Story,Mark Ulriksen,Mets,_wordpress_id:3254488","Baseball,cover,Cover Story,Mark Ulriksen,Mets,_wordpress_id:3254488","“The Mets are peaking at just the right time,” Mark Ulriksen says about his cover for this week’s issue, the rare New Yorker cover that celebrates the Mets.",5924f10554f2a81ca2e697f9
2016-10-03,Chris Ware.,"“Shift,”",The New Yorker Chris Ware Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-10-03,"https://media.newyorker.com/photos/59097a472179605b11ad8ca2/master/w_280,c_limit/10_03_16.jpg","Art,Chris Ware,Cover Story,Police Brutality,_wordpress_id:3256951","Art,Chris Ware,Cover Story,Police Brutality,_wordpress_id:3256951","Chris Ware’s “Shift,” the cover for this week’s issue, features two police officers—one black, one white—riding in a police cruiser.",5924f1099d80dc1acda75fc3
2016-10-10,Barry Blitt.,"“Miss Congeniality,”",Françoise Mouly John Cassidy Andrew Boynton ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-10-10,"https://media.newyorker.com/photos/59097a7a019dfc3494ea34f2/master/w_200,c_limit/161010_r28807_h.jpg","2016 election,Barry Blitt,Donald Trump,Presidential debate,_wordpress_id:3260069","2016 election,Barry Blitt,Donald Trump,Presidential debate,_wordpress_id:3260069",Barry Blitt imagines Donald Trump accepting the “Miss Congeniality” award at the Miss Universe pageant after his a debate performance vs. Hillary Clinton.,5924f154504b4521f9865cb7
2016-10-17,R. Kikuo Johnson.,"“The Finish Line,”",Françoise Mouly Françoise Mouly The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-10-17,"https://media.newyorker.com/photos/59097ba0019dfc3494ea371f/master/w_280,c_limit/10_17_16-1.jpg","Cover Story,_wordpress_id:3263786","Cover Story,_wordpress_id:3263786","“I listen to books on tape or podcasts while I draw,” R. Kikuo Johnson says about his cover for this week’s Fall Books Issue of The New Yorker.",5924f17912c2d3482d2b9e54
2016-10-24,Malika Favre.,"“The Laureate,”",Françoise Mouly The New Yorker The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-10-24,"https://media.newyorker.com/photos/59097ae48b51cf59fc423b21/master/w_280,c_limit/New_yorker_web-690-1.gif","Bob Dylan,Cover Story,Literature,Nobel Prize,_wordpress_id:3266784","Bob Dylan,Cover Story,Literature,Nobel Prize,_wordpress_id:3266784","Françoise Mouly on “The Laureate,” Malika Favre’s cover for this week’s issue that honors Bob Dylan for being awarded the Nobel Prize for Literature.",5924f1bb504b4521f9865ccd
2016-10-31,Barry Blitt.,"“Significant Others,”",Françoise Mouly Françoise Mouly David Remnick ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-10-31,"https://media.newyorker.com/photos/59097b50c14b3c606c10940a/master/w_200,c_limit/eustaceballotnew_cropped.png","2016 election,Cover Story,Donald Trump,Vladimir Putin,_wordpress_id:3270082","2016 election,Cover Story,Donald Trump,Vladimir Putin,_wordpress_id:3270082","Françoise Mouly on “Significant Others,” Barry Blitt’s cover for this week’s Politics Issue, which features Donald Trump and Vladimir Putin.",5924f2d754f2a81ca2e69841
2016-11-07,Bruce McCall.,"“Glass Houses,”",missing,missing,"https://media.newyorker.com/photos/59097b49ebe912338a3785ee/master/w_280,c_limit/cover_161107.jpg",missing,missing,missing,missing
2016-11-14,Barry Blitt.,"“Anything but That,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-11-14,"https://media.newyorker.com/photos/59097b97c14b3c606c109496/master/w_280,c_limit/cover_161114.png","2016 election,Cover Story,Donald Trump,Illustrations,Politics,_wordpress_id:3276440","2016 election,Cover Story,Donald Trump,Illustrations,Politics,_wordpress_id:3276440","Françoise Mouly on “Anything But That,” Barry Blitt’s cover for the new issue of The New Yorker.",5924f324c0addd1cefc8d9b3
2016-11-21,Bob Staake.,"“The Wall,”",Françoise Mouly Françoise Mouly The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-11-21,"https://media.newyorker.com/photos/59097bcfc14b3c606c10950a/master/w_280,c_limit/161121_cover.png","2016 election,Cover Story,Donald Trump,Illustration,_wordpress_id:3279820","2016 election,Cover Story,Donald Trump,Illustration,_wordpress_id:3279820","Françoise Mouly on the shock of Donald Trump’s victory in the Presidential election, which is the inspiration for Bob Staake’s cover for next week’s issue.",5924f376504b4521f9865d09
2016-11-28,Barry Blitt.,"“Counting,”",Françoise Mouly Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-11-28,"https://media.newyorker.com/photos/59097bff019dfc3494ea37db/master/w_280,c_limit/cover_161128.png","2016 election,Barack Obama,Cover Story,Covers,_wordpress_id:3283730","2016 election,Barack Obama,Cover Story,Covers,_wordpress_id:3283730","Françoise Mouly on Barry Blitt’s rendering of President Obama for “Counting,” Blitt’s cover for this week’s issue of The New Yorker.",5924f3ff504b4521f9865d24
2016-12-05,Peter de Sève.,"“Rat Race,”",Françoise Mouly Françoise Mouly Mina Kaneko Amelia Lester ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-12-05,"https://media.newyorker.com/photos/59097c1f019dfc3494ea381d/master/w_280,c_limit/cover-161205.png","Cover Story,Subway,_wordpress_id:3285703","Cover Story,Subway,_wordpress_id:3285703","Françoise Mouly talks with the artist Peter de Sève about “Rat Race,” his cover for this week’s issue of The New Yorker magazine.",5924f455c0addd1cefc8d9e6
2016-12-12,Carter Goodrich.,"“Forest for the Trees,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-12-12,"https://media.newyorker.com/photos/59097c578b51cf59fc423e28/master/w_280,c_limit/cover_161212.png","Christmas,Cover Story,Holidays,_wordpress_id:3288761","Christmas,Cover Story,Holidays,_wordpress_id:3288761","Françoise Mouly talks with the artist Carter Goodrich about “Forest for the Trees,” his cover for this week’s issue of The New Yorker.",5924f47ec0addd1cefc8d9ee
2016-12-19,Ana Juan.,"“Yule Dog,”",Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2016-12-19,"https://media.newyorker.com/photos/59097c828b51cf59fc423e7f/master/w_200,c_limit/worldchangerseustace-1.png","Dogs,New Yorker cover,_wordpress_id:3291402","Dogs,New Yorker cover,_wordpress_id:3291402","Françoise Mouly presents this week’s New Yorker cover, “Yule Dog,” by Ana Juan, which refers indirectly to the political changes of 2016.",5924f4d59d80dc1acda7606a
2017-01-02,Adrian Tomine.,"“Love Locks,”",Françoise Mouly Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-01-02,"https://media.newyorker.com/photos/59097cb48b51cf59fc423ee3/master/w_280,c_limit/cover_170102.jpg","Adrian Tomine,Cover Story,_wordpress_id:3294713","Adrian Tomine,Cover Story,_wordpress_id:3294713","Françoise Mouly presents this week’s New Yorker cover, “Love Locks,” by Adrian Tomine, which illustrates displays of affection on the Brooklyn Bridge.",5924f589504b4521f9865d70
2017-01-09,Jorge Colombo.,"“Waterways,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-waterways-by-jorge-colombo,"https://media.newyorker.com/photos/59097cfc2179605b11ad91d4/master/w_280,c_limit/cover_170109.png","Cover Story,Jorge Colombo,Staten Island Ferry,_wordpress_id:3297519","Cover Story,Jorge Colombo,Staten Island Ferry,_wordpress_id:3297519","Françoise Mouly talks with the artist Jorge Colombo about the Staten Island Ferry, his inspiration for this week’s cover of The New Yorker magazine.",5924f5489d80dc1acda76082
2017-01-16,Kadir Nelson.,"“After Dr. King,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-01-16,"https://media.newyorker.com/photos/59097d372179605b11ad9260/master/w_280,c_limit/170116_cover.png","Cover Story,Covers,Martin Luther King Jr.,_wordpress_id:3300347","Cover Story,Covers,Martin Luther King Jr.,_wordpress_id:3300347","Françoise Mouly writes about Kadir Nelson’s most recent New Yorker magazine cover, which commemorates Martin Luther King, Jr., Day.",5924f589fc1a6c1c6785cd6b
2017-01-23,Barry Blitt.,"“At the Wheel,”",missing,missing,"https://media.newyorker.com/photos/59097d611c7a8e33fb39059e/master/w_280,c_limit/cover_170123_1200.gif",missing,missing,missing,missing
2017-01-30,Gayle Kabaker.,"“Downhill Racers,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-01-30,"https://media.newyorker.com/photos/59097d961c7a8e33fb3905fc/master/w_280,c_limit/cover_170130-1.png","cover art,Winter,_wordpress_id:3305415","cover art,Winter,_wordpress_id:3305415","Françoise Mouly talks with the artist Gayle Kabaker about “Downhill Racers,” her cover for this week’s issue of The New Yorker.",5924f5e2fc1a6c1c6785cd7b
2017-02-06,Abigail Gray Swartz.,"“The March,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-02-06,"https://media.newyorker.com/photos/59097dafc14b3c606c109898/master/w_280,c_limit/cover_170206.png","Cover Story,Covers,Donald Trump,March,_wordpress_id:3307638","Cover Story,Covers,Donald Trump,March,_wordpress_id:3307638","Francoise Mouly speaks to the artist Abigail Gray Swartz about “The March,” her cover for next week’s issue of The New Yorker.",5924f65fc0addd1cefc8da49
2017-02-13,John W. Tomac.,"“Liberty’s Flameout,”",missing,missing,"https://media.newyorker.com/photos/59097de38b51cf59fc42412f/master/w_200,c_limit/anniversary_eustace.png",missing,missing,missing,missing
2017-02-27,Eric Drooker.,"“#OscarsNotSoWhite,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-02-27,"https://media.newyorker.com/photos/59097e3d019dfc3494ea3c71/master/w_280,c_limit/2017_02_27.png","Academy Awards,Cover Story,Oscars,_wordpress_id:3316014","Academy Awards,Cover Story,Oscars,_wordpress_id:3316014","Françoise Mouly on The New Yorker’s Academy Awards-themed cover, and other Oscar depictions in the magazine in years past.",5924f72e54f2a81ca2e698ff
2017-03-06,Barry Blitt.,"“Eustace Vladimirovich Tilley,”",Françoise Mouly Evan Osnos David Remnick Joshua Yaffa Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-03-06,"https://media.newyorker.com/photos/59097e82ebe912338a378caa/master/w_280,c_limit/2017-03-06-2.jpg","Cover Story,Donald Trump,Russia,Vladimir Putin,_wordpress_id:3318103","Cover Story,Donald Trump,Russia,Vladimir Putin,_wordpress_id:3318103","Françoise Mouly talks to Barry Blitt about “Eustace Vladimirovich Tilley,” his cover for the new issue of The New Yorker, featuring Putin and Trump.",5924f76812c2d3482d2b9f56
2017-03-13,Carter Goodrich.,"“Opening Night,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-carter-goodrichs-opening-night,"https://media.newyorker.com/photos/59097ee71c7a8e33fb390882/master/w_280,c_limit/2017_03_13.jpg","Art Galleries,Cover Story,Opening Night,_wordpress_id:3321818","Art Galleries,Cover Story,Opening Night,_wordpress_id:3321818","Françoise Mouly talks with Carter Goodrich about “Opening Night,” his gallery-themed cover for the new issue of The New Yorker.",5924f7bffc1a6c1c6785cdbb
2017-03-20,Tomer Hanuka.,"“Spring Awakening,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-03-20,"https://media.newyorker.com/photos/59097f052179605b11ad961c/master/w_280,c_limit/2017_03_20.jpg","Cover Story,Fashion,Spring,_wordpress_id:3324159","Cover Story,Fashion,Spring,_wordpress_id:3324159","Françoise Mouly talks with Tomer Hanuka about “Spring Awakening,” his fashion-themed cover for The New Yorker’s 2017 Style Issue.",5924f7e49d80dc1acda76107
2017-03-27,Luci Gutiérrez.,"“Shelf Life,”",Françoise Mouly Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2017-03-27,"https://media.newyorker.com/photos/59097f36c14b3c606c109bbe/master/w_280,c_limit/2017_03_27.jpg",_wordpress_id:3327255,_wordpress_id:3327255,"Françoise Mouly interviews the artist Luci Gutiérrez about her illustration for this week's cover of The New Yorker, “Shelf Life.”",5924f8259d80dc1acda76114
2017-04-03,Malika Favre.,"“The Operating Theatre,”",missing,missing,"https://media.newyorker.com/photos/59097f7d2179605b11ad96e0/master/w_280,c_limit/cover_170403_1200x1638.gif",missing,missing,missing,missing
2017-04-10,Barry Blitt.,"“Broken Windows,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-2017-04-10,"https://media.newyorker.com/photos/59097fa78b51cf59fc424496/master/w_280,c_limit/2017_04_10.jpg",missing,missing,missing,missing
2017-04-24,Cannaday Chapman.,"“A Taste for Adventure,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story/cover-story-2017-04-24,"https://media.newyorker.com/photos/590980282179605b11ad982a/master/w_200,c_limit/170424_r29802_rd_eustace.jpg",missing,missing,missing,missing
2017-05-01,Mark Ulriksen.,"“Strike Zone,”",Françoise Mouly Roger Angell Edward Steed ,http://www.newyorker.com/culture/cover-story/cover-story-2017-05-01,"https://media.newyorker.com/photos/590922296552fa0be682ac39/master/w_280,c_limit/2017_05_01.jpg","Baseball,Covers,Mark Ulriksen,_wordpress_id:3340971","Baseball,Covers,Mark Ulriksen,_wordpress_id:3340971","The artist Mark Ulriksen talks about his baseball-themed cover for The New Yorker, and his similar covers from past years.",590d1309dd6207318b5db036
2017-05-08,Bruce Eric Kaplan.,"“Man’s Best Friend,”",missing,http://www.newyorker.com/culture-desk/cover-story/cover-story-2017-05-08,"https://media.newyorker.com/photos/59098080019dfc3494ea40c5/master/w_280,c_limit/2017_05_08.jpg",missing,missing,missing,missing
2017-05-15,Roz Chast.,"“Motherboard,”",missing,missing,"https://media.newyorker.com/photos/592703cc8729372840eb78a1/master/w_200,c_limit/170515_r29952.jpg",missing,missing,missing,missing
2017-05-22,Barry Blitt.,"“Ejected,”",missing,missing,"https://media.newyorker.com/photos/5914d91ff7187d3a20e44343/master/w_280,c_limit/2017_05_22.jpg",missing,missing,missing,missing
2017-05-29,Jorge Colombo.,"“Brooklyn Bridge Park,”",missing,missing,"https://media.newyorker.com/photos/591f32b73063e05620ddae38/master/w_280,c_limit/2017_05_29.jpg",missing,missing,missing,missing
2017-06-05,Christoph Niemann.,"“Enchanted Forest,”",Françoise Mouly Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/cover-story/christoph-niemanns-enchanted-forest,"https://media.newyorker.com/photos/59274972ee8bba725485a57d/master/w_280,c_limit/2017_06_05.jpg","_wordpress_id:3512554,Christoph Niemann,Covers,Fiction,Riddles,Virtual Reality","_wordpress_id:3512554,Christoph Niemann,Covers,Fiction,Riddles,Virtual Reality","Françoise Mouly on Christoph Niemann’s cover for the Fiction Issue of the magazine, a 360° design that includes hidden riddles.",5923478071dafe226d0f5ff6
2017-06-19,Barry Blitt.,"“Modern Times,”",missing,missing,"https://media.newyorker.com/photos/5939ead017f270649605bace/master/w_280,c_limit/cover_190617_1200-1.gif",missing,missing,missing,missing
2017-06-26,Peter de Sève.,"“Topknot,”",missing,missing,"https://media.newyorker.com/photos/59454d5ff9a1161d87e49f87/master/w_280,c_limit/2017_06_26.jpg",missing,missing,missing,missing
2017-07-03,Kadir Nelson.,"“Bright Star,”",missing,missing,"https://media.newyorker.com/photos/594d857c28c98152449b09a3/master/w_280,c_limit/CVN_TNY_07_03_17RGB.jpg",missing,missing,missing,missing
2017-07-10,Mark Ulriksen.,"“Off the Leash,”",missing,missing,"https://media.newyorker.com/photos/5956e7684408e841365a5091/master/w_280,c_limit/2017_07_10.jpg",missing,missing,missing,missing
2017-07-24,Barry Blitt.,"“Grounded,”",missing,missing,"https://media.newyorker.com/photos/5967f50964cf46759e124e5e/master/w_280,c_limit/CVN_TNY_07_24_17RGB.jpg",missing,missing,missing,missing
2017-07-31,Javier Mariscal.,"“Private Beach,”",missing,missing,"https://media.newyorker.com/photos/5973f2143cdfa859e4ba51e3/master/w_280,c_limit/2017_07_31.jpg",missing,missing,missing,missing
2017-08-07,Bob Staake.,"“Hell Train,”",missing,missing,"https://media.newyorker.com/photos/597a52a24867016af4a68495/master/w_280,c_limit/2017_08_07.jpg",missing,missing,missing,missing
2017-08-21,Adrian Tomine.,"“Upstate,”",missing,missing,"https://media.newyorker.com/photos/598e678a6b63ca2b8502088e/master/w_280,c_limit/2017_08_21.jpg",missing,missing,missing,missing
2017-08-28,David Plunkert.,"“Blowhard,”",missing,missing,"https://media.newyorker.com/photos/5995e22cf878b22d026d5a93/master/w_280,c_limit/2017_08_28.jpg",missing,missing,missing,missing
2017-09-04,Bruce Eric Kaplan.,"“Screen Time,”",missing,missing,"https://media.newyorker.com/photos/59a04580e1b86173927289a0/master/w_200,c_limit/TVAnimated.gif",missing,missing,missing,missing
2017-09-11,Chris Ware.,"“Hurricane Harvey,”",missing,missing,"https://media.newyorker.com/photos/59a88c940da97a61599cf106/master/w_280,c_limit/CVN_TNY_09_11_17RGB.jpg",missing,missing,missing,missing
2017-09-18,Eric Drooker.,"“Warhead,”",missing,missing,"https://media.newyorker.com/photos/59b2fead0a52a80d35bc8b65/master/w_280,c_limit/2017_09_18.jpg",missing,missing,missing,missing
2017-09-25,Gayle Kabaker.,"“Falling Beauty,”",missing,missing,"https://media.newyorker.com/photos/59bc2458ebe199779b76cff4/master/w_200,c_limit/170925_r30591.jpg",missing,missing,missing,missing
2017-10-02,Kadir Nelson.,"“Generations,”",missing,missing,"https://media.newyorker.com/photos/59c59c96a8226d3d02b008b5/master/w_280,c_limit/2017_10_02.jpg",missing,missing,missing,missing
2017-10-09,Bruce Eric Kaplan.,"“Party Rentals,”",missing,missing,"https://media.newyorker.com/photos/59cd73b548e81627d95e596d/master/w_280,c_limit/2017_10_09.jpg",missing,missing,missing,missing
2017-10-16,David Plunkert.,"“October 1, 2017: One Day in a Nation of Guns,”",missing,missing,"https://media.newyorker.com/photos/59d7af9c4eb2a32cc69afab0/master/w_280,c_limit/2017_10_16.jpg",missing,missing,missing,missing
2017-10-23,R. Kikuo Johnson.,"“Tech Support,”",missing,missing,"https://media.newyorker.com/photos/59e0d6fb11bb2d03706838d3/master/w_200,c_limit/171023_r30760.jpg",missing,missing,missing,missing
2017-10-30,Carter Goodrich.,"“October Surprise,”",missing,missing,"https://media.newyorker.com/photos/59ea28fd02a3104564c9ac02/master/w_280,c_limit/2017_10_30.jpg",missing,missing,missing,missing
2017-11-06,John Cuneo.,"“A Rake’s Progress,”",missing,missing,"https://media.newyorker.com/photos/59f35364109d3025526d4d21/master/w_280,c_limit/2017_11_06.jpg",missing,missing,missing,missing
2017-11-13,Jenny Kroik.,"“At the Strand,”",missing,missing,"https://media.newyorker.com/photos/59fb4618f0e7106d1415e621/master/w_280,c_limit/2017_11_13.jpg",missing,missing,missing,missing
2017-11-20,Malika Favre.,"“Coding 101,”",missing,missing,"https://media.newyorker.com/photos/5a09dd22378d6f587bb37838/master/w_280,c_limit/2017_11_20-large.gif",missing,missing,missing,missing
2017-11-27,Barry Blitt.,"“Nowhere to Hide,”",missing,missing,"https://media.newyorker.com/photos/5a12f4c38796e321f1f8b180/master/w_280,c_limit/2017_11_27.jpg",missing,missing,missing,missing
2017-12-04,Kim DeMarco.,"“Special Delivery,”",missing,missing,"https://media.newyorker.com/photos/5a14b2e510b4e5443b6b7798/master/w_280,c_limit/2017_12_04.jpg",missing,missing,missing,missing
2017-12-11,Tom Gauld.,"“Holiday Track,”",missing,missing,"https://media.newyorker.com/photos/5a222180b2a1746cd256c5a9/master/w_280,c_limit/2017_12_11.jpg",missing,missing,missing,missing
2017-12-18,Barry Blitt.,"“A Christmas Carol,”",missing,missing,"https://media.newyorker.com/photos/5a29ac325443ca1bf71be985/master/w_200,c_limit/171218_r31165_rd.jpg",missing,missing,missing,missing
2018-01-01,George Booth.,"“Cramped,”",missing,missing,"https://media.newyorker.com/photos/5a393b1c1daf4f0762d3f674/master/w_280,c_limit/2018_01_01.jpg",missing,missing,missing,missing
2018-01-08,Jorge Colombo.,"“Ferried Across,”",missing,missing,"https://media.newyorker.com/photos/5a4e96ba7d38b02c7522445f/master/w_280,c_limit/2018_01_15.jpg",missing,missing,missing,missing
2018-01-15,Mark Ulriksen.,“In Creative Battle”,missing,missing,"https://media.newyorker.com/photos/5a4e96ba7d38b02c7522445f/master/w_280,c_limit/2018_01_15.jpg",missing,missing,missing,missing
2018-01-22,Anthony Russo.,"“In the Hole,”",missing,missing,"https://media.newyorker.com/photos/5a5957b8a32b7c0f5515b1c8/master/w_280,c_limit/2018_01_22.jpg",missing,missing,missing,missing
2018-01-29,Roz Chast.,"“Cruellest Month,”",missing,missing,"https://media.newyorker.com/photos/5a628976baf63b1c668c4862/master/w_280,c_limit/2018_01_29.jpg",missing,missing,missing,missing
2018-02-05,Mark Ulriksen.,"“Figured Skaters,”",missing,missing,"https://media.newyorker.com/photos/5a6a4b955b95f32bc2bd6f37/master/w_280,c_limit/2018_02_05.jpg",missing,missing,missing,missing
2018-02-12,Malika Favre.,"“The Butterfly Effect,”",missing,missing,"https://media.newyorker.com/photos/5a7487eb28a0495e57013929/master/w_280,c_limit/cover_180212_400.gif",missing,missing,missing,missing
2018-02-26,Mark Ulriksen.,"“Slippery Slopes,”",missing,missing,"https://media.newyorker.com/photos/5a8786356f4f81018c48fc4a/master/w_280,c_limit/2018_02_26.jpg",missing,missing,missing,missing
2018-03-05,Chris Ware.,"“Golden Opportunity,”",missing,missing,"https://media.newyorker.com/photos/5a908563df8dba7b8d2ab0db/master/w_280,c_limit/2018_03_05.jpg",missing,missing,missing,missing
2018-03-12,Jenny Kroik.,"“Next Stop: Spring,”",missing,missing,"https://media.newyorker.com/photos/5a98913368dffb7f58f4f9c2/master/w_280,c_limit/2018_03_12.jpg",missing,missing,missing,missing
2018-03-19,Maira Kalman.,"“In Full Bloom,”",missing,missing,"https://media.newyorker.com/photos/5aa05a4078446d33a0636dac/master/w_280,c_limit/2018_03_19.jpg",missing,missing,missing,missing
2018-03-26,Barry Blitt.,"“Exposed,”",missing,missing,"https://media.newyorker.com/photos/5aac2e855bab483ff9591200/master/w_280,c_limit/2018_03_26.jpg",missing,missing,missing,missing
2018-04-02,Christoph Niemann.,"“Trompe-l’Oeil,”",missing,missing,"https://media.newyorker.com/photos/5aba61fd31a8d50df08d5503/master/w_280,c_limit/cover_180402_1200.gif",missing,missing,missing,missing
2018-04-09,Bruce McCall.,"“Gluten-Free Gluten,”",missing,missing,"https://media.newyorker.com/photos/5abe9bd1fe845038522a68cf/master/w_280,c_limit/2018_04_09.jpg",missing,missing,missing,missing
2018-04-16,Tom Gauld.,"“Soundtrack to Spring,”",missing,missing,"https://media.newyorker.com/photos/5ac8e6671018e26bd33e49fb/master/w_280,c_limit/2018_04_16.jpg",missing,missing,missing,missing
